:aMS ppfactn:[aMSayAm aMSApayAm]
:aMs ppfactn:[aMsApayAm aMsayAm]
:aMh ppfactn:[aMhayAm]
:kuRq ppfactn:[kuRqayAm]
:kuts ppfactn:[kutsayAm]
:kud ppfactn:[kodayAm]
:kundr ppfactn:[kundrayAm]
:kup ppfactn:[kopayAm]
:kuh ppfactn:[kuhayAm]
:kUw ppfactn:[kUwayAm]
:kUq ppfactn:[kUqayAm]
:kUp ppfactn:[kUpayAm]
:kfp ppfactn:[kfpAyAm kfpayAm]
:kF ppfactn:[kArayAm]
:kFt ppfactn:[kIrtayAm]
:knaMs ppfactn:[knaMsayAm]
:kruq ppfactn:[kroqayAm]
:klIb ppfactn:[klIbayAm]
:kzaj ppfactn:[kzAjayAm]
:kzap ppfactn:[kzapayAm]
:kzal ppfactn:[kzAlayAm]
:kzow ppfactn:[kzowayAm]
:Kac ppfactn:[KAcayAm]
:Kaww ppfactn:[KawwayAm]
:Kaq ppfactn:[KAqayAm]
:KaRq ppfactn:[KaRqayAm]
:KuRq ppfactn:[KuRqayAm]
:Kew ppfactn:[KewayAm]
:Kow ppfactn:[KowayAm]
:Koq ppfactn:[KoqayAm]
:gaj ppfactn:[gAjayAm]
:gaq ppfactn:[gAqayAm]
:gaR ppfactn:[gaRayAm]
:gad ppfactn:[gAdayAm gadayAm]
:ganD ppfactn:[ganDayAm]
:gard ppfactn:[gardayAm]
:garh ppfactn:[garhayAm]
:gah ppfactn:[gAhayAm]
:guRW ppfactn:[guRWayAm]
:guRq ppfactn:[guRqayAm]
:gurd ppfactn:[gUrdayAm]
:gUrD ppfactn:[gUrDayAm]
:gF ppfactn:[gArayAm]
:Gaww ppfactn:[GawwayAm]
:Gar ppfactn:[GArayAm]
:Gol ppfactn:[GolayAm]
:cakAs ppfactn:[cakAsAm]
:cakk ppfactn:[cakkayAm]
:cap ppfactn:[capayAm]
:camp ppfactn:[campayAm]
:carc ppfactn:[carcayAm]
:carv ppfactn:[carvayAm]
:cah ppfactn:[cAhayAm]
:cikk ppfactn:[cikkayAm]
:cint ppfactn:[cintayAm]
:ciri ppfactn:[cireAm]
:cIk ppfactn:[cIkayAm]
:cIv ppfactn:[cIvayAm]
:cukk ppfactn:[cukkayAm]
:cuw ppfactn:[cowayAm]
:cuww ppfactn:[cuwwayAm]
:cuRW ppfactn:[cuRWayAm]
:cumb ppfactn:[cumbayAm]
:cur ppfactn:[corayAm]
:cul ppfactn:[colayAm]
:culump ppfactn:[culumpAm]
:cUR ppfactn:[cURayAm]
:cUr ppfactn:[cUrayAm]
:cUrR ppfactn:[cUrRayAm]
:cyu ppfactn:[cyAvayAm]
:cyus ppfactn:[cyosayAm]
:Cad ppfactn:[CAdayAm]
:Camp ppfactn:[CampayAm]
:Cal ppfactn:[CAlayAm]
:Cuw ppfactn:[CowayAm]
:jaMs ppfactn:[jaMsayAm]
:jal ppfactn:[jAlayAm]
:jAgf ppfactn:[jAgarAm]
:jiri ppfactn:[jireAm]
:juYc ppfactn:[juYcayAm]
:juq ppfactn:[joqayAm]
:jul ppfactn:[jolayAm]
:waNk ppfactn:[waNkayAm]
:qap ppfactn:[qApayAm]
:qamp ppfactn:[qampayAm]
:qamb ppfactn:[qambayAm]
:qamB ppfactn:[qamBayAm]
:qip ppfactn:[qepayAm]
:taq ppfactn:[tAqayAm]
:tan ppfactn:[tAnayAm]
:tark ppfactn:[tarkayAm]
:tal ppfactn:[tAlayAm]
:til ppfactn:[telayAm]
:tumb ppfactn:[tumbayAm]
:tul ppfactn:[tolayAm]
:tUR ppfactn:[tURayAm]
:tUl ppfactn:[tUlayAm]
:traMs ppfactn:[traMsayAm]
:tras ppfactn:[trAsayAm]
:daMS ppfactn:[daMSayAm]
:daMs ppfactn:[daMsayAm]
:daMh ppfactn:[daMhayAm]
:day ppfactn:[dayAm]
:dimp ppfactn:[dimpayAm]
:dimB ppfactn:[dimBayAm]
:div ppfactn:[devayAm]
:dIDI ppfactn:[dIDeAm]
:dul ppfactn:[dolayAm]
:dfB ppfactn:[darBayAm]
:dev ppfactn:[devayAm]
:Dakk ppfactn:[DakkayAm]
:DUS ppfactn:[DUSayAm]
:nakk ppfactn:[nakkayAm]
:naq ppfactn:[nAqayAm]
:nal ppfactn:[nAlayAm]
:nizk ppfactn:[nizkayAm]
:paw ppfactn:[pAwayAm pawayAm]
:paRq ppfactn:[paRqayAm]
:panT ppfactn:[panTayAm]
:parR ppfactn:[parRayAm]
:palAy ppfactn:[palAyAm]
:paS ppfactn:[pASayAm]
:pas ppfactn:[pAsayAm]
:pAl ppfactn:[pAlayAm]
:piMs ppfactn:[piMsayAm]
:picc ppfactn:[piccayAm]
:piC ppfactn:[peCayAm]
:piYj ppfactn:[piYjayAm]
:piRq ppfactn:[piRqayAm]
:pil ppfactn:[pelayAm]
:pis ppfactn:[pesayAm]
:pIq ppfactn:[pIqayAm]
:puMs ppfactn:[puMsayAm]
:puw ppfactn:[powayAm puwayAm]
:puww ppfactn:[puwwayAm]
:puR ppfactn:[poRayAm]
:puRw ppfactn:[puRwayAm]
:purv ppfactn:[pUrvayAm]
:pus ppfactn:[posayAm]
:pust ppfactn:[pustayAm]
:pUj ppfactn:[pUjayAm]
:pUR ppfactn:[pURayAm]
:pUl ppfactn:[pUlayAm]
:pfT ppfactn:[parTayAm]
:pel ppfactn:[pelayAm]
:pyuz ppfactn:[pyozayAm]
:praT ppfactn:[prATayAm]
:pruz ppfactn:[prozayAm]
:barh ppfactn:[barhayAm]
:bal ppfactn:[bAlayAm]
:bil ppfactn:[belayAm]
:bukk ppfactn:[bukkayAm]
:buw ppfactn:[bowayAm]
:bunD ppfactn:[bunDayAm]
:bul ppfactn:[bolayAm]
:Bakz ppfactn:[BakzayAm]
:Baw ppfactn:[BAwayAm]
:BaRw ppfactn:[BaRwayAm]
:Barts ppfactn:[BartsayAm]
:Bal ppfactn:[BAlayAm]
:BI ppfactn:[BayAm biBeAm]
:Bf ppfactn:[biBarAm BarAm]
:BfMS ppfactn:[BfMSayAm]
:BrUR ppfactn:[BrURayAm]
:maYj ppfactn:[maYjayAm]
:maRw ppfactn:[maRwayAm]
:mantr ppfactn:[mantrayAm]
:marc ppfactn:[marcayAm]
:mal ppfactn:[mAlayAm]
:mah ppfactn:[mahayAm]
:mAn ppfactn:[mAnayAm]
:mArg ppfactn:[mArgayAm]
:mArj ppfactn:[mArjayAm]
:miYj ppfactn:[miYjayAm]
:mid ppfactn:[medayAm]
:miSr ppfactn:[miSrayAm]
:mI ppfactn:[mAyayAm]
:muj ppfactn:[mojayAm]
:muw ppfactn:[mowayAm]
:mud ppfactn:[modayAm]
:must ppfactn:[mustayAm]
:mfc ppfactn:[marcayAm]
:mfj ppfactn:[marjayAm]
:mfq ppfactn:[marqayAm]
:mokz ppfactn:[mokzayAm]
:mlakz ppfactn:[mlakzayAm]
:mleC ppfactn:[mleCayAm]
:yakz ppfactn:[yakzayAm]
:yantr ppfactn:[yantrayAm]
:rak ppfactn:[rAkayAm]
:rag ppfactn:[rAgayAm]
:raNG ppfactn:[raNGayAm]
:rac ppfactn:[racayAm]
:raR ppfactn:[rARayAm]
:ras ppfactn:[rasayAm]
:rah ppfactn:[rahayAm]
:ruMS ppfactn:[ruMSayAm]
:ruw ppfactn:[rowayAm]
:rUkz ppfactn:[rUkzayAm]
:rUp ppfactn:[rUpayAm]
:lak ppfactn:[lAkayAm]
:lakz ppfactn:[lakzayAm]
:lag ppfactn:[lAgayAm]
:laNG ppfactn:[laNGayAm]
:laj ppfactn:[lAjayAm lajayAm]
:laYj ppfactn:[laYjayAm]
:laq ppfactn:[lAqayAm]
:laRq ppfactn:[laRqayAm]
:lard ppfactn:[lardayAm]
:laS ppfactn:[lASayAm]
:laz ppfactn:[lAzayAm]
:las ppfactn:[lAsayAm]
:lAq ppfactn:[lAqayAm]
:lAB ppfactn:[lABayAm]
:liNg ppfactn:[liNgayAm]
:luw ppfactn:[lowayAm]
:luW ppfactn:[loWayAm]
:luRw ppfactn:[luRwayAm]
:lumb ppfactn:[lumbayAm]
:lUz ppfactn:[lUzayAm]
:lok ppfactn:[lokayAm]
:loc ppfactn:[locayAm]
:vaw ppfactn:[vawayAm]
:vaRw ppfactn:[vaRwayAm]
:vaRq ppfactn:[vaRqayAm]
:varR ppfactn:[varRayAm]
:varD ppfactn:[varDayAm]
:valk ppfactn:[valkayAm]
:valh ppfactn:[valhayAm]
:vas ppfactn:[vAsayAm vasayAm]
:vast ppfactn:[vastayAm]
:vAt ppfactn:[vAtayAm]
:vAvft ppfactn:[vAvftyAm]
:vAs ppfactn:[vAsayAm]
:viC ppfactn:[veCayAm]
:viRw ppfactn:[viRwayAm]
:vid ppfactn:[vindAm vidAm]
:vil ppfactn:[velayAm]
:vizk ppfactn:[vizkayAm]
:vIj ppfactn:[vIjayAm]
:vIr ppfactn:[vIrayAm]
:vuRw ppfactn:[vuRwayAm]
:vekz ppfactn:[vekzayAm]
:vel ppfactn:[velayAm]
:vevI ppfactn:[veveAm]
:vyap ppfactn:[vyApayAm]
:vyay ppfactn:[vyayayAm]
:vyuz ppfactn:[vyozayAm]
:vraj ppfactn:[vrAjayAm]
:vraR ppfactn:[vrARayAm]
:Saw ppfactn:[SAwayAm]
:SaW ppfactn:[SAWayAm SaWayAm]
:SaR ppfactn:[SARayAm]
:Sabd ppfactn:[SabdayAm]
:Samb ppfactn:[SambayAm]
:Sal ppfactn:[SAlayAm]
:SAl ppfactn:[SAlayAm]
:SuW ppfactn:[SoWayAm]
:SuRW ppfactn:[SuRWayAm]
:Sulk ppfactn:[SulkayAm]
:Sulb ppfactn:[SulbayAm]
:SUr ppfactn:[SUrayAm]
:SUrp ppfactn:[SUrpayAm]
:SraR ppfactn:[SrARayAm]
:SvaW ppfactn:[SvAWayAm]
:SvaBr ppfactn:[SvaBrayAm]
:Svalk ppfactn:[SvalkayAm]
:zaww ppfactn:[zawwayAm]
:saw ppfactn:[sAwayAm]
:saww ppfactn:[sawwayAm]
:saW ppfactn:[sAWayAm]
:satr ppfactn:[satrayAm]
:saBAj ppfactn:[saBAjayAm]
:sam ppfactn:[sAmayAm]
:sah ppfactn:[sAhayAm]
:sAw ppfactn:[sAwayAm]
:sAntv ppfactn:[sAntvayAm]
:sAmaya ppfactn:[sAmayAyAm]
:suK ppfactn:[suKayAm]
:suww ppfactn:[suwwayAm]
:sur ppfactn:[sorayAm]
:sUc ppfactn:[sUcayAm]
:sUtr ppfactn:[sUtrayAm]
:sUd ppfactn:[sUdayAm]
:sf ppfactn:[sArayAm]
:skanD ppfactn:[skanDayAm]
:stUp ppfactn:[stUpayAm]
:sten ppfactn:[stenayAm]
:step ppfactn:[stepayAm]
:sTUl ppfactn:[sTUlayAm]
:sniw ppfactn:[snewayAm]
:spaS ppfactn:[spASayAm]
:spfh ppfactn:[spfhayAm]
:sPaw ppfactn:[sPAwayAm]
:sPaRq ppfactn:[sPaRqayAm]
:sPiw ppfactn:[sPewayAm]
:sPiww ppfactn:[sPiwwayAm]
:sPuww ppfactn:[sPuwwayAm]
:sPuRw ppfactn:[sPuRwayAm]
:sPuRq ppfactn:[sPuRqayAm]
:smiw ppfactn:[smewayAm]
:svar ppfactn:[svarayAm]
:hf ppfactn:[harAm]
:hrI ppfactn:[jihreAm]
:hlap ppfactn:[hlApayAm]
